Terms,TOP,BOT
theres,130,133
theresa,1,0
theresj,1,0
thereso,0,1
therethank,1,0
therethats,0,1
therethen,1,0
thereunfortunately,1,0
therewere,0,1
thermal,0,2
thermometer,1,0
theseso,0,1
thesis,2,0
thesislaughteri,1,0
theyaudience,1,0
theyd,7,10
theyll,12,6
theyre,134,107
theyve,14,17
thich,0,1
thick,0,3
thickens,1,0
thicker,1,0
thieves,1,2
thigh,0,1
thighs,2,0
thighsang,0,1
thin,1,4
thine,0,1
thing,138,133
thingand,1,0
thingchris,1,0
thingfinally,1,0
thingheres,1,0
thingi,1,0
thinglaughterso,1,0
things,203,209
thingsby,1,0
thingshi,1,0
thingso,0,1
thingsso,1,2
thingssome,1,0
thingsthank,1,0
thingthats,0,1
thingwell,0,1
think,286,353
thinkers,3,1
thinkersmen,1,0
thinking,58,54
thinkingheres,1,0
thinkingremember,1,0
thinkpad,0,1
thinks,7,6
thinkwhen,0,1
thinner,2,0
thinnest,1,0
third,19,19
thirdlargest,0,1
thirdparty,1,0
thirst,0,1
thirstsbut,0,1
thirty,1,0
thirtys,1,0
thirtysomething,1,0
thirtysomethings,1,0
thisa,1,0
thisand,2,1
thisapplause,1,0
thisbeatboxgibberishmusic,1,0
thisbut,2,0
thisca,0,1
thiseverything,1,0
thisexhaleslaughternow,1,0
thishow,0,1
thisi,1,0
thisit,1,0
thiskb,1,0
thislaughterand,4,0
thislaughterbut,1,0
thislaughterhopefully,1,0
thislaughteri,1,0
thislaughterlaughter,1,0
thislaughterso,1,0
thislaughterwhat,1,0
thislaughteryou,1,1
thismusicmusic,3,0
thisnow,0,1
thispeople,0,1
thispm,1,0
thissinging,1,0
thisthe,1,1
thistime,0,1
thiswhen,1,0
thisyou,0,1
thomas,5,2
thoroughly,0,1
thosewhat,1,0
though,26,32
thoughlaughternow,1,0
thought,101,64
thoughtful,1,0
thoughtinterestingly,1,0
thoughtlaughteroh,1,0
thoughts,6,3
thousand,3,5
thousands,11,18
thread,0,1
threat,1,3
threaten,1,1
threatened,2,2
threatening,2,0
threatens,2,0
threati,1,0
three,111,74
threeandahalf,0,2
threeapplauseand,1,0
threedigit,10,0
threeinch,1,0
threelyings,1,0
threepart,0,1
threepound,1,0
threes,1,0
threshold,1,0
threw,3,0
thrice,0,1
thrilla,1,0
thrilled,3,1
thrive,1,1
thriving,1,1
throat,1,2
throatlaughtersome,1,0
throbbing,1,0
throes,1,0
throughout,10,8
throw,3,8
throwing,1,3
thrown,6,7
throws,1,2
thugs,0,1
thum,1,1
thumb,3,2
thumbs,1,0
thumbtack,1,0
thumbtacks,1,0
thumped,0,1
thundered,1,0
thunderous,1,0
thunderthomas,0,1
thursday,1,0
thus,1,4
thy,0,5
tick,0,2
tickand,1,0
tickets,1,2
ticking,1,2
tickling,1,0
tie,2,2
tied,0,4
tierney,1,0
ties,3,1
tigers,2,1
tight,2,0
tightlaughterthis,1,0
tightly,0,1
til,1,0
tilapia,0,5
tiles,0,1
till,8,2
tiltedlaughterabdul,1,0
tilts,1,0
tim,1,1
timberline,0,3
timbers,0,1
timbre,2,0
time,244,226
timeand,0,2
timebritish,1,0
timebut,1,0
timecompassion,0,1
timeframe,0,1
timei,1,0
timeim,1,0
timeit,1,0
timelaughing,1,0
timelaughterare,1,0
timelaughterbut,2,0
timelaughtershe,1,0
timelaughterso,1,0
timeline,0,1
timely,0,1
timemy,0,1
timenip,0,1
times,58,37
timeslaughtergrowing,1,0
timeslaughterit,1,0
timeso,1,2
timetable,1,0
timethird,1,0
timevideo,0,1
timing,4,0
tingling,2,0
tinkerers,0,1
tintin,1,0
tiny,5,12
tip,0,1
tipping,1,0
tips,1,0
tiptoe,1,0
tiptoeing,1,0
tired,1,2
tiredlaughtershe,1,0
tis,2,0
tissue,0,3
tissuethis,0,1
titanic,1,0
titans,0,1
titillated,1,0
titillating,1,0
title,5,4
titles,1,0
titssays,0,1
tivo,5,0
tivos,1,0
today,53,75
todayand,0,1
todayaudience,0,1
todaybut,0,2
todayin,0,1
todays,2,6
todayso,0,1
todaywell,1,0
todaywere,1,0
todo,1,0
todorov,1,0
toes,1,1
tofor,1,0
tofu,0,9
together,42,71
togetherin,1,0
togetherness,1,0
togetherso,0,1
togetherthank,1,0
toilet,3,0
toiletbut,0,1
toilets,1,0
toiling,0,1
token,1,1
tokyo,0,5
tolaughterbut,1,0
told,51,39
toldsex,0,1
toldsmiles,0,1
tolerance,1,0
tolerate,1,1
tolkien,0,1
toll,3,0
tolstoy,0,2
tom,10,0
tomato,0,1
tomatoes,0,1
tomes,0,1
tomorrow,7,6
tomorrowthank,0,1
tomwhen,1,0
tomy,1,0
ton,1,0
tone,3,0
tonedeaf,7,0
tonedeafbut,1,0
tonedeaflaughteractually,1,0
toneincoherent,0,1
tones,0,1
tongue,4,3
tongues,1,0
tonight,3,2
tonlaughterapplausehe,1,0
tons,1,3
tony,12,1
tonya,1,0
tonys,1,0
toobut,1,0
took,49,45
tookthe,0,1
tool,2,6
toolaughterperhaps,0,1
toolbox,3,0
tooleaving,0,1
tooling,0,3
tools,6,18
toolsnow,0,1
toonce,1,0
toonow,1,1
toothbrushes,0,1
toothpaste,1,0
toothpick,1,0
tooyour,0,1
top,29,27
topic,0,2
topics,2,4
topography,1,0
tops,1,0
torah,0,4
toran,0,1
torch,0,1
torchlaughterand,1,0
tormented,2,1
tormenting,0,1
torn,0,1
torrenting,1,0
tortillas,2,0
torture,0,6
tortured,1,1
torturer,1,0
toso,0,1
tossed,1,0
tossing,1,0
total,8,3
totally,22,8
tote,0,2
totes,0,1
touch,8,8
toucha,0,1
touched,4,5
touching,2,1
touchtone,1,0
touchyfeely,1,0
tough,5,21
toughwell,0,1
tour,3,1
toured,1,0
touring,2,0
tours,0,1
toward,3,9
towards,6,12
towels,2,0
tower,1,4
towers,0,2
town,4,13
townnow,0,1
towns,3,1
toxic,2,16
toxicity,0,1
toxicologist,0,3
toxicologists,0,2
toxicology,0,1
toxin,0,1
toyin,0,1
toyota,0,3
toys,1,1
trace,0,2
track,4,9
tracked,4,0
trackers,1,0
tracking,4,6
trackmemory,0,1
tracknever,0,1
tracknoone,0,2
tracks,2,2
tracktreat,0,1
tracts,0,1
tracy,1,0
trade,4,9
traded,2,0
trademark,1,0
tradeoff,0,2
trader,1,3
tradition,2,8
traditional,3,9
traditionally,0,3
traditions,1,7
traffic,1,2
trafficking,0,1
tragedy,1,4
tragedyim,1,0
tragic,2,2
tragically,1,0
trail,1,1
trailer,0,17
trailers,0,6
trails,1,2
train,11,5
trained,11,7
trainers,0,1
trainhow,0,1
training,14,3
traitors,1,0
traits,2,0
trajectories,0,1
trajectory,1,2
tramlaughterthe,1,0
tramp,1,0
tranced,0,1
tranquility,1,0
transaction,0,1
transactional,0,1
transactions,0,3
transcendence,2,0
transcendent,2,0
transcending,0,1
transcends,0,1
transcribing,1,0
transcripts,2,0
transfer,2,0
transfigurations,0,1
transform,4,8
transformation,2,1
transformationalthank,0,1
transformations,0,1
transformative,2,0
transformed,3,3
transforming,0,2
transforms,0,2
transgression,2,0
transition,2,6
transitional,0,1
transitions,0,2
transitionwhen,1,0
translate,0,3
translates,1,0
translating,1,0
translation,0,2
transmission,0,4
transmit,0,1
transmitted,1,0
transnational,0,1
transparency,0,2
transparent,1,1
transplantation,1,0
transport,1,5
transportation,0,4
transported,0,4
transporting,0,1
transports,0,1
transpose,0,1
trap,0,1
trapped,2,3
traps,0,1
trash,1,0
trauma,2,0
traumas,1,0
traumatic,3,0
traumatizing,1,0
travel,10,4
traveled,6,0
traveler,0,1
traveling,1,3
travelso,1,0
trawling,0,1
trawls,0,1
treat,8,7
treated,0,6
treating,0,1
treatment,1,13
treatments,0,2
tree,5,6
treeby,0,1
treelaughterim,1,0
trees,2,10
trek,1,2
trekking,0,3
tremendous,4,10
tremendously,0,2
trend,3,3
trends,3,0
trepidation,0,1
trial,2,0
tribal,3,2
tribe,2,2
tribes,1,1
tribunal,2,0
trick,5,1
tricked,1,0
trickier,1,0
trickiest,0,1
tricks,2,1
trickso,1,0
tricky,2,0
tried,17,14
tries,3,2
trigger,8,1
triggered,2,1
triggering,1,0
triggers,0,1
trillion,2,0
trilobites,0,1
trim,0,1
trimmer,1,0
trinity,1,0
trinkets,0,1
trip,5,4
triple,2,0
tripled,1,0
trips,0,1
triumph,0,4
triumphal,0,1
trivial,1,0
trivialized,1,0
trivially,0,1
trolling,2,0
troops,0,1
trophic,0,2
trophy,0,2
tropical,1,0
tropics,0,1
trouble,7,12
troubleapplausethat,1,0
troublebut,0,1
troubled,1,0
troubles,1,0
troublesome,0,1
troublethis,0,1
trousers,0,1
troyyou,0,1
truck,3,7
trucks,2,0
TRUE,38,12
trueas,1,0
truenumber,0,1
trueso,1,0
truethe,0,1
truly,4,12
trumpet,1,0
trumps,0,1
trunks,1,1
trust,17,10
trustbut,1,0
trusted,3,2
trusting,2,0
trustworthy,0,1
truth,25,10
truthnever,0,1
truthso,1,0
try,70,53
trying,44,53
tsetung,1,0
tshirt,1,2
tshirts,1,0
tsunamis,0,1
tube,3,1
tubes,0,2
tuck,0,1
tudor,0,2
tuesday,3,2
tufts,1,0
tug,1,0
tuition,0,1
tulips,1,0
tuna,0,3
tune,0,1
tuned,1,0
tuner,1,0
tungsten,0,2
tunisians,0,1
tunnel,0,1
turbines,0,1
turgid,1,0
turkey,3,0
turkish,0,1
turn,27,21
turnaround,0,1
turned,25,8
turner,0,1
turning,3,6
turnofthecentury,0,1
turnon,1,0
turnover,1,0
turnpike,1,0
turns,34,18
turnso,0,1
turnssensing,0,1
turntables,0,1
turtle,0,1
tuscaloosa,0,1
tutor,0,1
tutorials,0,1
tux,2,0
tvgirls,0,1
tvph,0,1
tvs,3,2
twain,1,0
tweak,1,0
tweakin,1,0
tweaks,1,0
tweed,0,1
tweeners,0,1
tweeted,3,0
tweeting,2,0
twelve,0,1
twentieth,0,1
twenty,1,1
twentyfirstcentury,0,1
twentysomething,7,0
twentysomethings,19,0
twentytwo,0,1
twice,7,2
twicekb,1,0
twigs,0,1
twilight,0,2
twin,1,0
twins,0,2
twisted,0,1
twisting,1,0
twists,0,1
twistso,1,0
twitched,1,0
twitter,2,2
twitterlaughterid,1,0
twixters,1,0
two,168,100
twobut,1,0
twobuttock,1,0
twodigit,6,0
twohour,1,0
twolaughterafter,1,0
twolaughterthe,0,1
twomilelong,0,2
twominute,1,1
twoso,1,0
twothirds,1,2
twoway,0,1
twoweek,0,1
twoyear,1,0
tyler,7,5
tylers,1,0
type,3,12
typeface,0,2
typefaces,0,1
types,5,11
typhoid,0,1
typical,7,3
typically,2,3
typing,1,0
typosperma,0,1
tyra,1,0
tyranny,0,1
tzu,0,1
uberendurance,0,1
ucla,0,1
uclawhere,0,1
ufos,1,0
uganda,6,1
ugandans,1,0
ugly,2,4
uhoh,0,1
ulcers,0,1
ultimate,6,4
ultimately,7,5
ultra,0,4
ultraorthodox,0,1
ultrasound,3,0
ums,1,0
unabated,0,1
unable,2,1
unaccountedfor,0,1
unambiguous,0,1
unambiguously,0,1
unassuming,1,0
unattached,3,0
unaware,0,1
unbearable,0,1
unbearablethis,1,0
unbeknownst,1,0
unbelievable,1,2
unblinkingly,0,1
unbounded,2,0
unbrokenwhen,1,0
uncannily,0,1
uncanny,1,0
uncensored,1,1
uncertain,1,0
uncertainseven,1,0
uncertainty,6,1
unchanging,1,0
uncle,2,1
unclear,3,2
uncomfortable,6,1
uncommon,1,0
uncompassionate,0,1
unconfined,0,1
unconnected,0,1
unconscious,1,4
unconsciously,2,1
uncontained,1,0
uncontrollable,1,0
uncontrollably,3,0
unconventional,1,0
uncouth,1,0
uncover,1,0
uncoveredlaughtersome,1,0
underappreciated,1,0
undercapitalized,1,0
underdeveloped,1,1
underemployed,1,0
underestimate,1,1
undergirds,1,0
undergo,1,0
undergoes,0,1
undergrad,0,3
undergraduate,2,0
underground,1,4
underlies,0,1
underlying,1,3
undermine,1,0
undermined,1,0
underneath,7,6
underpinned,2,0
underrepresented,1,0
underside,1,0
understand,44,66
understandable,0,1
understandably,1,0
understanding,15,19
understands,2,3
understood,8,7
undertake,0,1
undertaking,0,2
undertook,0,1
underwater,7,0
underwaterthank,0,1
underway,0,3
underwear,1,0
undocumented,1,0
undone,1,0
unearned,1,0
unearthing,0,1
uneasy,0,1
unemployed,0,1
unemployment,0,1
unesco,1,0
unethical,1,0
unexamined,1,0
unexpected,2,0
unexplored,0,1
unexplorednow,0,1
unfair,1,0
unfazed,2,0
unfeignedat,0,1
unfeminine,1,0
unfold,3,0
unfolding,0,1
unfolds,0,1
unfoldsso,1,0
unforgettable,0,1
unforgiving,1,0
unfortunate,0,2
unfortunately,5,4
unfriended,1,0
unfriendly,0,1
unfulfilled,0,1
unfulfilling,0,1
unhappiness,1,0
unhappy,4,3
unicorn,4,0
unicornlaughternow,1,0
unimaginable,2,1
unimportant,1,0
uninfected,0,1
uninnovative,0,1
uninspiringheres,1,0
unintended,1,1
union,4,5
unions,0,1
unique,5,5
uniquely,0,1
unison,1,0
unit,0,8
unite,0,1
united,26,26
units,1,2
unitsnow,0,1
unity,0,9
universal,4,12
universally,3,0
universe,21,25
universebut,1,0
universeso,0,1
universewe,1,0
universities,2,3
university,22,13
unjoblike,1,0
unknowable,3,1
unknown,2,5
unknowns,0,1
unknownsnow,0,1
unleash,0,1
unleashed,0,2
unleavened,0,3
unless,2,7
unlike,9,2
unlikely,0,1
unlimited,1,0
unmanageable,1,0
unmarried,1,0
unnamed,1,0
unnatural,1,1
unorthodox,1,0
unpack,1,0
unpavedher,0,1
unpleasant,0,1
unplug,1,0
unposted,1,0
unprecedented,1,4
unpredictability,1,0
unpredictable,1,0
unproductive,0,1
unquenchable,0,1
unraveled,1,1
unreached,0,1
unrealistic,0,2
unreasonable,0,1
unrelated,2,0
unresolved,0,1
unrestrained,0,1
unseen,1,1
unsettling,1,0
unsmudged,0,1
unsold,0,1
unspoken,0,1
unstable,2,1
unsuccessful,1,0
unsuspecting,0,2
unto,1,4
untold,0,1
untouchable,1,0
untouched,0,1
untrue,1,0
unumbut,0,1
unusual,1,2
unusuallaughterthis,1,0
unveil,1,0
unveiling,1,0
unwashed,0,1
unwavering,0,1
unwieldy,0,1
unwilling,1,0
unwittingly,1,0
upc,0,1
upcheeringnot,1,0
upcoming,1,0
updated,1,0
updike,1,0
upfront,0,1
upher,0,1
uphill,1,1
uphillkt,1,0
uphold,1,0
upholstered,0,1
upi,0,1
uplaughterapplausenow,1,0
uplaughterso,1,0
uploading,0,1
uploud,1,0
upnow,1,0
upon,7,17
upper,2,3
upping,1,0
uppsala,0,1
upright,2,1
upset,2,5
upsets,0,2
upside,2,0
upsidedown,1,0
upso,1,0
upstairs,0,1
upstander,1,0
upstanders,1,0
upstanding,1,0
upstart,0,1
upstate,0,1
upsuck,4,0
upthank,1,0
upthere,0,1
upthese,1,0
upward,1,2
upwhat,0,1
urban,2,6
urge,2,2
urgency,1,0
urinary,1,0
urinate,0,1
urine,0,1
urls,0,1
urticaria,0,1
usa,0,3
usable,0,3
usand,1,0
usas,0,1
usbecause,0,1
usbut,1,0
usdeception,1,0
use,92,110
used,46,65
useful,3,10
useless,0,2
user,5,4
usergenerated,0,1
users,2,2
uses,2,5
using,29,52
uslaughterand,1,0
uslet,1,0
usmany,0,1
usnow,0,1
usp,1,0
ussecond,1,0
usthe,0,2
usthis,1,0
usual,2,1
usually,9,18
usurped,1,0
uswhat,1,0
uswide,0,1
uterus,1,1
utility,0,5
utilized,0,1
utopian,1,0
utter,1,1
utterance,1,0
uttered,2,1
utterly,0,3
uyuni,0,1
uzbekistan,0,1
uzbeks,0,2
vacancy,1,0
vacations,2,0
vaccination,0,1
vacuum,0,2
vagina,2,0
vaginahas,0,1
vague,0,1
vain,0,1
vainyouth,0,1
valdez,0,3
valenti,0,1
valentines,1,2
valentinesapplause,1,0
valid,2,0
validate,0,1
validated,1,0
vallely,0,1
valley,0,9
valleys,1,0
valuable,1,2
valuablenow,0,1
value,13,5
valuebecause,1,0
valuebut,1,0
valued,3,0
values,2,5
valuing,1,0
valves,0,1
vamp,0,1
vampire,0,1
van,5,4
vancouver,0,2
vanderbilt,0,1
vanguard,2,0
vanished,1,0
vanishedwe,0,1
vantage,0,1
variable,2,0
variables,2,0
variation,1,1
varies,0,1
varieties,1,1
variety,5,4
varietythird,1,0
various,7,7
vary,1,0
varylaughterthe,1,0
vasco,0,1
vase,0,1
vasopressin,1,0
vast,5,2
vastness,0,1
vats,0,1
vaulter,3,0
vcds,0,2
vcrs,0,1
vector,0,1
vedantam,0,1
vegetables,1,2
vegetably,1,0
vehicle,0,3
vehicles,0,11
veiled,0,1
vein,0,1
veined,0,1
veitch,2,0
velde,4,0
velocity,0,5
vendor,0,1
venerable,0,1
venkataswamy,0,1
vent,0,1
ventilator,0,1
ventriloquist,0,1
ventriloquists,0,1
vents,0,4
venture,2,3
ventures,1,1
venuswith,0,1
veracity,1,0
verb,4,1
verbal,1,0
verbalization,1,0
verge,0,1
verify,1,0
versa,1,0
versatile,1,0
verse,0,2
version,7,7
versions,1,2
versus,6,10
vertebrates,0,1
vertical,0,2
verticalapplausein,1,0
verve,1,0
vesiculation,0,1
vessel,2,0
vessels,3,0
vested,1,1
vestibule,0,1
vestments,0,1
veteran,0,1
veterans,0,1
vhs,0,2
via,4,1
viable,0,3
viagra,1,0
vial,1,0
vibe,0,1
vibrancy,1,0
vibrant,0,2
vibrate,1,3
vibrator,1,0
vicars,0,1
vice,1,0
vices,0,1
victim,6,1
victims,0,3
victory,0,2
victrola,0,4
video,9,32
videodisc,0,4
videomusicheartbeatweve,0,1
videoof,1,0
videos,4,3
videotape,1,2
videovideo,1,2
vietnam,5,1
view,14,27
viewed,2,0
viewing,2,4
viewpoint,0,2
viewpoints,0,3
views,2,1
viewso,0,1
vigil,1,1
vigilant,1,0
vigorously,0,1
viking,0,1
village,6,13
villagers,0,2
villages,1,1
vinci,0,1
vine,1,0
vinegars,1,0
vint,0,1
vinyl,0,1
violate,1,1
violating,0,1
violation,2,1
violence,4,15
violent,0,3
violently,0,1
vip,0,1
viral,1,2
virgin,1,1
virginia,1,1
virginica,0,2
virgins,0,1
virtual,3,7
virtually,1,1
virus,0,3
visceral,2,0
viscous,1,0
visibility,0,1
visible,2,6
vision,3,18
visionall,0,1
visionand,0,1
visionary,0,2
visionnumber,1,0
visit,6,5
visited,2,1
visiting,1,1
visitors,0,4
visual,2,1
visualization,0,1
visualize,1,0
visualized,0,1
visualizing,0,1
visually,1,1
vital,1,1
vitality,2,0
vitamins,0,1
vitro,0,1
vivaldi,1,0
vivid,1,0
vocabulary,0,1
vocal,3,0
vogue,2,0
voice,21,8
voiceactually,1,0
voices,2,4
voicethen,1,0
void,0,1
voir,1,0
volatile,0,3
volcanoes,0,1
volition,0,1
volume,3,2
volumes,0,2
voluntary,1,0
volunteer,0,2
volunteers,0,1
voluptuous,0,1
voodoo,3,1
voracious,1,0
vote,4,0
vow,3,0
voyage,1,2
vsat,0,1
vsd,0,1
vulnerability,16,1
vulnerabilityand,1,0
vulnerable,9,1
vulnerableand,1,0
vulnerably,1,0
vulva,2,0
wacky,1,0
waco,1,0
wadi,0,1
wael,0,1
waft,1,0
wage,0,1
waging,0,1
wagon,0,1
wagons,0,1
wail,1,0
waist,1,0
waistline,0,1
wait,15,8
waited,3,1
waiting,12,14
waitingthey,1,0
waits,1,0
waiving,0,1
wake,9,0
wakefield,0,1
wakes,2,0
waking,1,0
waldo,1,0
walesa,0,1
walk,24,20
walked,9,8
walker,1,2
walking,21,6
walkman,0,1
walkmy,0,1
walks,5,3
wall,16,9
wallet,4,0
wallkb,1,0
walllaughterwere,1,0
wallmounted,0,1
walls,4,4
waltzes,0,1
wander,0,1
wandering,1,3
wanderlust,1,0
wanedto,0,1
wanes,1,0
want,306,160
wantapplause,1,0
wanted,58,29
wanting,9,6
wants,15,11
wantsand,0,1
wantwe,0,1
war,10,28
ward,1,0
warehouse,0,15
warehouseand,0,1
warehouseso,0,1
warehousing,0,1
warm,5,3
warmed,1,1
warmer,0,1
warming,0,2
warmth,2,0
warmup,1,0
warn,2,1
warned,0,1
warner,1,5
warning,1,4
waron,0,1
warps,1,0
warrior,1,0
wars,1,9
wary,0,2
wash,1,2
washed,1,1
washing,0,1
washington,4,8
wasj,1,0
waslaughteractually,1,0
waslaughterand,1,0
waslaughterso,1,0
wasn’t,0,1
wasnt,46,20
wassup,1,0
waste,3,3
wasted,0,1
wastes,1,0
wastewater,0,1
wasting,3,3
wat,0,1
watch,27,12
watched,6,2
watches,0,1
watching,15,4
water,21,58
waterborn,0,1
waterfalls,1,0
waterloo,0,1
waternow,0,1
waters,1,3
waterso,0,2
waterwhen,1,0
wave,2,3
wavered,0,1
wavering,0,1
waves,2,6
wax,2,0
waxed,0,1
waxes,1,0
way,229,169
wayand,0,1
waybut,0,1
wayidentity,0,1
wayin,1,0
ways,19,34
waysfilmmakers,0,1
waysim,1,0
wayso,1,0
wayswe,0,1
waythen,1,0
waythis,0,1
wayweve,1,0
wayyou,0,1
weak,5,3
weakness,1,1
weaknesses,1,0
wealth,4,2
wealthier,0,1
wealthy,1,1
weapon,0,1
weaponize,0,1
weaponry,1,0
weapons,0,4
wear,6,1
wearing,13,5
wearingaudience,1,0
wears,0,1
weather,5,7
weave,1,0
weavers,0,3
web,8,21
weband,0,1
webber,1,0
webcam,1,0
webcammed,1,0
weber,0,1
webs,0,3
website,6,7
websites,2,1
webvan,0,3
wed,4,15
wedding,2,3
wedlock,1,0
wednesday,2,2
wednesdayaudience,1,0
weed,0,2
weeds,1,1
weeeaawww,1,0
weeeaawwwfantastic,1,0
week,30,19
weekends,2,2
weeklaughterbut,1,0
weekly,1,2
weeks,18,13
weep,1,2
weepwhat,0,1
weigh,0,3
weighed,1,3
weighs,0,1
weight,2,6
weightwhat,0,1
weird,6,4
weirder,1,0
weirdlooking,1,0
weirdo,1,0
weirdos,2,0
welcome,0,4
welcomed,2,0
welfare,3,2
welfarenow,1,0
well,126,159
wellbeing,1,0
wellbut,1,1
wellcompensated,1,0
wellconnected,1,1
wellconstructed,0,1
welldesigned,1,0
wellearned,1,0
wellfed,1,0
wellfunded,1,1
wellgrown,0,1
wellhi,1,0
wellintentioned,0,1
wellkb,0,1
wellknown,0,3
welllaughteryou,1,0
wellmanaged,1,0
wellmeaning,1,0
wellmy,1,0
wellness,3,0
wellproven,0,1
wellresourced,0,1
wells,0,1
wellsampled,0,1
wellslept,1,0
wellstructured,1,0
wellthe,0,2
wellunderstood,0,1
wen,1,0
went,102,69
werenow,0,1
werent,9,5
west,10,12
western,9,11
westerner,0,1
wet,1,1
wethanks,0,1
wetlands,0,1
weve,49,52
whack,1,0
whacker,0,1
whale,2,1
whales,0,1
wharton,1,0
whataudience,1,0
whatever,23,36
whatevers,0,1
whateverso,0,1
whatkt,1,0
whatlaughterand,1,0
whatpranav,1,0
whats,61,51
whatseventh,1,0
whatsixth,1,0
whatsoever,3,1
wheel,4,2
wheelanddeal,0,1
wheelbarrow,0,1
wheelchair,2,0
whenever,7,8
whens,0,1
whereas,3,5
whereby,1,0
whered,1,0
wherein,0,1
wheres,0,2
wherever,5,4
whether,21,26
whim,0,1
whine,0,1
whip,0,1
whipped,1,0
whirlwind,0,7
whirlwinds,0,1
whiskers,0,1
whisper,0,1
whispered,1,0
whispering,0,1
whistleblowing,0,1
white,10,22
whitecollar,1,0
whitedr,1,0
whitepale,0,1
whiter,0,1
whitewe,0,1
whoa,1,2
whod,1,0
whoever,2,4
whole,51,56
wholehearted,4,0
wholeness,0,9
wholly,0,2
whomever,1,2
whoopi,1,0
whopping,1,0
whore,1,0
whos,31,15
whose,4,5
whove,1,2
whyd,1,0
whys,1,1
widder,1,0
wide,6,2
widely,4,2
widening,0,2
wider,0,1
widower,1,0
wield,1,3
wife,10,7
wifelaughterbut,0,1
wifes,0,2
wifi,1,1
wikipedia,2,1
wilbur,3,0
wild,2,5
wilderness,4,0
wildest,1,0
wildfire,1,0
wildfires,0,1
wildlife,0,3
will,201,229
willful,1,0
william,0,1
williamson,0,1
willing,10,7
willingness,3,2
willis,0,2
willlaughterthats,1,0
willpm,1,0
wilsonart,0,1
wimbledon,0,1
win,8,6
wind,4,13
windat,0,1
windmill,0,1
window,6,9
windowher,0,1
windowing,0,1
windowless,1,0
windows,1,4
winds,0,4
windshield,0,1
windy,0,1
wine,4,1
winebuying,0,1
wined,0,1
winenone,0,1
wines,0,1
wing,0,1
wingflapping,0,2
winging,1,0
wink,1,0
winky,0,6
winner,1,3
winners,3,1
winnie,3,0
winning,3,3
wins,2,1
winter,1,3
winterday,0,1
winters,1,1
winwin,0,3
wiped,2,1
wiper,0,1
wire,1,4
wired,2,6
wireless,3,2
wiring,1,0
wisdom,6,3
wise,1,0
wisely,1,0
wish,7,3
wishes,2,2
wishing,2,1
wisps,0,1
wit,0,1
witchcraft,1,0
witchcraftnicole,1,0
withdrawn,2,0
withif,0,1
within,22,28
withlaughterand,1,0
without,45,44
withso,0,2
witness,1,13
witnessed,1,0
